kehadiran_id,karyawan_id,tanggal,waktu_masuk,waktu_keluar,status_kehadiran,keterlambatan_menit,keterangan,nama,jabatan,departemen,tanggal_masuk,gaji_pokok,status_kepegawaian,email,nomor_telepon,durasi_jam,sanksi_potongan,bulan,tahun
4020,20,2024-09-25,2024-09-25 08:14:00,2024-09-25 17:14:00,Hadir,0,Keterangan untuk Hadir,Nina Prasetyo,Staff,Marketing,2020-11-21,6355137,Tetap,nina.prasetyo@company.com,85555296751,4.0,0.0,September,2024
4021,21,2024-09-25,2024-09-25 08:10:00,2024-09-25 17:10:00,Hadir,0,Keterangan untuk Hadir,Nina Putri,Supervisor,HR,2021-09-15,11175934,Kontrak,nina.putri@company.com,86083042422,0.0,0.0,September,2024
4022,22,2024-09-25,2024-09-25 08:16:00,2024-09-25 17:06:00,Hadir,0,Keterangan untuk Hadir,Linda Rahayu,Manager,Marketing,2024-02-02,19534780,Tetap,linda.rahayu@company.com,85161807235,3.0,0.0,September,2024
4023,23,2024-09-25,2024-09-25 08:18:00,2024-09-25 17:06:00,Hadir,0,Keterangan untuk Hadir,Siti Hidayat,Staff,Marketing,2023-04-28,5841042,Tetap,siti.hidayat@company.com,86002078344,0.0,0.0,September,2024
4024,24,2024-09-25,2024-09-25 08:25:00,2024-09-25 17:19:00,Hadir,0,Keterangan untuk Hadir,Budi Prasetyo,Senior Staff,Marketing,2022-07-23,9331061,Probation,budi.prasetyo@company.com,88380507338,3.0,0.0,September,2024
4025,25,2024-09-25,2024-09-25 08:27:00,2024-09-25 17:24:00,Hadir,0,Keterangan untuk Hadir,Ahmad Rahayu,Senior Staff,HR,2020-10-24,9274131,Tetap,ahmad.rahayu@company.com,88507497883,0.0,0.0,September,2024
4026,26,2024-09-25,2024-09-25 08:09:00,2024-09-25 17:06:00,Hadir,0,Keterangan untuk Hadir,Budi Santoso,Staff,HR,2020-09-03,6785394,Tetap,budi.santoso@company.com,89884231465,0.0,0.0,September,2024
4027,27,2024-09-25,2024-09-25 08:17:00,2024-09-25 17:20:00,Hadir,0,Keterangan untuk Hadir,Dewi Rahayu,Staff,IT,2024-04-19,6246797,Tetap,dewi.rahayu@company.com,83660223333,0.0,0.0,September,2024
4028,28,2024-09-25,2024-09-25 08:24:00,2024-09-25 17:27:00,Hadir,30,Keterangan untuk Hadir,Eko Anggraini,Senior Staff,Finance,2021-11-23,8317782,Tetap,eko.anggraini@company.com,86435772945,2.0,0.0,September,2024
4029,29,2024-09-25,2024-09-25 08:06:00,2024-09-25 17:10:00,Hadir,0,Keterangan untuk Hadir,Ahmad Hermawan,Staff,Finance,2020-01-15,6302665,Probation,ahmad.hermawan@company.com,85278201677,2.0,0.0,September,2024
4030,30,2024-09-25,2024-09-25 08:12:00,2024-09-25 17:29:00,Hadir,0,Keterangan untuk Hadir,Dewi Prakoso,Supervisor,Finance,2021-06-03,12049206,Kontrak,dewi.prakoso@company.com,82224011538,0.0,0.0,September,2024
4031,31,2024-09-25,2024-09-25 08:14:00,2024-09-25 17:00:00,Hadir,0,Keterangan untuk Hadir,Linda Prakoso,Senior Staff,IT,2024-05-22,7434473,Tetap,linda.prakoso@company.com,82135872495,0.0,0.0,September,2024
4032,32,2024-09-25,2024-09-25 08:21:00,2024-09-25 17:05:00,Hadir,0,Keterangan untuk Hadir,Dewi Prakoso,Supervisor,Finance,2022-10-07,12876288,Tetap,dewi.prakoso@company.com,88958199946,0.0,0.0,September,2024
4033,33,2024-09-25,2024-09-25 08:18:00,2024-09-25 17:24:00,Hadir,0,Keterangan untuk Hadir,Doni Kusuma,Senior Staff,IT,2020-11-14,8160480,Tetap,doni.kusuma@company.com,85310195918,0.0,0.0,September,2024
4034,34,2024-09-25,2024-09-25 08:25:00,2024-09-25 17:25:00,Hadir,0,Keterangan untuk Hadir,Ahmad Hermawan,Supervisor,Marketing,2024-12-14,14705227,Tetap,ahmad.hermawan@company.com,81480494664,0.0,0.0,September,2024
4035,35,2024-09-25,2024-09-25 08:14:00,2024-09-25 17:07:00,Hadir,0,Keterangan untuk Hadir,Ahmad Prakoso,Manager,Finance,2024-09-05,18605312,Tetap,ahmad.prakoso@company.com,85474620894,3.0,0.0,September,2024
4036,36,2024-09-25,2024-09-25 08:29:00,2024-09-25 17:15:00,Hadir,0,Keterangan untuk Hadir,Nina Santoso,Senior Staff,HR,2021-11-04,8483435,Probation,nina.santoso@company.com,84993808565,0.0,0.0,September,2024
4037,37,2024-09-25,2024-09-25 08:16:00,2024-09-25 17:23:00,Hadir,19,Keterangan untuk Hadir,Ahmad Hidayat,Staff,IT,2021-12-11,6640783,Kontrak,ahmad.hidayat@company.com,84482141802,0.0,0.0,September,2024
4038,38,2024-09-25,2024-09-25 08:03:00,2024-09-25 17:25:00,Hadir,0,Keterangan untuk Hadir,Rudi Hidayat,Manager,Marketing,2020-08-08,16674138,Kontrak,rudi.hidayat@company.com,86796738787,0.0,0.0,September,2024
4039,39,2024-09-25,0,0,Izin,0,Keterangan untuk Izin,Siti Rahayu,Manager,HR,2023-06-09,15582343,Kontrak,siti.rahayu@company.com,87482848011,0.0,0.0,September,2024
4040,40,2024-09-25,0,0,Izin,0,Keterangan untuk Izin,Doni Wati,Manager,IT,2022-03-19,17226893,Tetap,doni.wati@company.com,87161404428,0.0,0.0,September,2024
4041,41,2024-09-25,2024-09-25 08:29:00,2024-09-25 17:28:00,Hadir,0,Keterangan untuk Hadir,Nina Prasetyo,Manager,Marketing,2024-04-09,15372341,Probation,nina.prasetyo@company.com,82872852789,0.0,0.0,September,2024
4042,42,2024-09-25,2024-09-25 08:30:00,2024-09-25 17:06:00,Hadir,0,Keterangan untuk Hadir,Doni Prakoso,Supervisor,Finance,2023-02-22,12769918,Probation,doni.prakoso@company.com,84642197907,0.0,0.0,September,2024
4043,43,2024-09-25,2024-09-25 08:19:00,2024-09-25 17:29:00,Hadir,0,Keterangan untuk Hadir,Rudi Prakoso,Senior Staff,Marketing,2022-07-23,8240067,Probation,rudi.prakoso@company.com,81546696950,0.0,0.0,September,2024
4044,44,2024-09-25,2024-09-25 08:15:00,2024-09-25 17:10:00,Hadir,14,Keterangan untuk Hadir,Eko Prasetyo,Supervisor,Finance,2023-09-27,10003405,Kontrak,eko.prasetyo@company.com,82232285036,0.0,0.0,September,2024
4045,45,2024-09-25,2024-09-25 08:03:00,2024-09-25 17:25:00,Hadir,0,Keterangan untuk Hadir,Eko Anggraini,Senior Staff,Marketing,2023-08-22,7896328,Probation,eko.anggraini@company.com,85659161352,0.0,0.0,September,2024
4046,46,2024-09-25,2024-09-25 08:05:00,2024-09-25 17:13:00,Hadir,4,Keterangan untuk Hadir,Doni Anggraini,Senior Staff,IT,2021-11-10,7942211,Tetap,doni.anggraini@company.com,81632880459,0.0,0.0,September,2024
4047,47,2024-09-25,2024-09-25 08:05:00,2024-09-25 17:17:00,Hadir,13,Keterangan untuk Hadir,Budi Rahayu,Staff,IT,2023-07-21,6207269,Tetap,budi.rahayu@company.com,86944142262,0.0,0.0,September,2024
4048,48,2024-09-25,2024-09-25 08:08:00,2024-09-25 17:22:00,Hadir,0,Keterangan untuk Hadir,Eko Rahayu,Supervisor,IT,2020-07-08,11475444,Probation,eko.rahayu@company.com,87519578899,3.0,0.0,September,2024
4049,49,2024-09-25,2024-09-25 08:03:00,2024-09-25 17:21:00,Hadir,0,Keterangan untuk Hadir,Budi Prakoso,Supervisor,IT,2023-03-26,13897709,Probation,budi.prakoso@company.com,88995059760,0.0,0.0,September,2024
4050,50,2024-09-25,2024-09-25 08:24:00,2024-09-25 17:01:00,Hadir,3,Keterangan untuk Hadir,Linda Hermawan,Supervisor,Finance,2024-08-21,12006939,Kontrak,linda.hermawan@company.com,82889238423,0.0,0.0,September,2024
4051,1,2024-09-26,2024-09-26 08:12:00,2024-09-26 17:15:00,Hadir,0,Keterangan untuk Hadir,Dewi Santoso,Senior Staff,HR,2021-03-24,7429895,Probation,dewi.santoso@company.com,83342331444,0.0,0.0,September,2024
4052,2,2024-09-26,2024-09-26 08:22:00,2024-09-26 17:26:00,Hadir,0,Keterangan untuk Hadir,Maya Prasetyo,Manager,IT,2020-04-08,19239227,Probation,maya.prasetyo@company.com,89703905715,0.0,0.0,September,2024
4053,3,2024-09-26,2024-09-26 08:18:00,2024-09-26 17:05:00,Hadir,0,Keterangan untuk Hadir,Siti Prakoso,Staff,HR,2023-10-09,6697498,Tetap,siti.prakoso@company.com,87110082321,0.0,0.0,September,2024
4054,4,2024-09-26,2024-09-26 08:15:00,2024-09-26 17:30:00,Hadir,0,Keterangan untuk Hadir,Rudi Hidayat,Supervisor,Finance,2020-02-13,10811315,Kontrak,rudi.hidayat@company.com,88934927891,0.0,0.0,September,2024
4055,5,2024-09-26,2024-09-26 08:10:00,2024-09-26 17:02:00,Hadir,0,Keterangan untuk Hadir,Maya Hermawan,Manager,Marketing,2024-02-13,15661023,Probation,maya.hermawan@company.com,81298737106,2.0,0.0,September,2024
4056,6,2024-09-26,2024-09-26 08:04:00,2024-09-26 17:19:00,Hadir,0,Keterangan untuk Hadir,Siti Hermawan,Manager,HR,2020-07-09,18803481,Probation,siti.hermawan@company.com,88877444318,0.0,0.0,September,2024
4057,7,2024-09-26,2024-09-26 08:04:00,2024-09-26 17:03:00,Hadir,0,Keterangan untuk Hadir,Ahmad Wati,Senior Staff,HR,2022-12-22,9718057,Tetap,ahmad.wati@company.com,84131575764,0.0,0.0,September,2024
4058,8,2024-09-26,2024-09-26 08:21:00,2024-09-26 17:06:00,Hadir,0,Keterangan untuk Hadir,Ahmad Kusuma,Staff,Finance,2024-04-22,5680070,Tetap,ahmad.kusuma@company.com,86649827836,0.0,0.0,September,2024
4059,9,2024-09-26,2024-09-26 08:22:00,2024-09-26 17:25:00,Hadir,0,Keterangan untuk Hadir,Rudi Putri,Supervisor,Finance,2021-11-16,13318800,Probation,rudi.putri@company.com,82970753705,0.0,0.0,September,2024
4060,10,2024-09-26,2024-09-26 08:19:00,2024-09-26 17:25:00,Hadir,0,Keterangan untuk Hadir,Rudi Hidayat,Supervisor,Finance,2024-07-19,13350414,Kontrak,rudi.hidayat@company.com,85284391408,0.0,0.0,September,2024
4061,11,2024-09-26,2024-09-26 08:18:00,2024-09-26 17:13:00,Hadir,0,Keterangan untuk Hadir,Doni Kusuma,Manager,IT,2020-03-21,16342026,Probation,doni.kusuma@company.com,85567816720,1.0,0.0,September,2024
4062,12,2024-09-26,2024-09-26 08:08:00,2024-09-26 17:06:00,Hadir,0,Keterangan untuk Hadir,Eko Anggraini,Staff,Finance,2024-01-22,6511463,Tetap,eko.anggraini@company.com,88047877267,0.0,0.0,September,2024
4063,13,2024-09-26,2024-09-26 08:29:00,2024-09-26 17:00:00,Hadir,28,Keterangan untuk Hadir,Dewi Hermawan,Staff,HR,2023-01-24,6836796,Probation,dewi.hermawan@company.com,84919706735,0.0,0.0,September,2024
4064,14,2024-09-26,2024-09-26 08:20:00,2024-09-26 17:07:00,Hadir,1,Keterangan untuk Hadir,Rudi Prakoso,Supervisor,HR,2022-03-18,14448929,Tetap,rudi.prakoso@company.com,87867414708,0.0,0.0,September,2024
4065,15,2024-09-26,2024-09-26 08:13:00,2024-09-26 17:10:00,Hadir,0,Keterangan untuk Hadir,Linda Santoso,Manager,Finance,2022-04-02,17020577,Probation,linda.santoso@company.com,85067116918,0.0,490651.0,September,2024
4066,16,2024-09-26,0,0,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan,Dewi Kusuma,Manager,HR,2021-11-16,19612086,Tetap,dewi.kusuma@company.com,86633778586,0.0,0.0,September,2024
4067,17,2024-09-26,2024-09-26 08:21:00,2024-09-26 17:02:00,Hadir,0,Keterangan untuk Hadir,Nina Kusuma,Staff,IT,2021-04-03,5709016,Tetap,nina.kusuma@company.com,81945826486,0.0,0.0,September,2024
4068,18,2024-09-26,2024-09-26 08:27:00,2024-09-26 17:29:00,Hadir,0,Keterangan untuk Hadir,Dewi Santoso,Supervisor,IT,2020-06-03,14313054,Tetap,dewi.santoso@company.com,83084839399,2.0,0.0,September,2024
4069,19,2024-09-26,2024-09-26 08:00:00,2024-09-26 17:09:00,Hadir,0,Keterangan untuk Hadir,Doni Hidayat,Staff,HR,2023-07-07,5197815,Tetap,doni.hidayat@company.com,88125276666,0.0,0.0,September,2024
4070,20,2024-09-26,2024-09-26 08:12:00,2024-09-26 17:01:00,Hadir,12,Keterangan untuk Hadir,Nina Prasetyo,Staff,Marketing,2020-11-21,6355137,Tetap,nina.prasetyo@company.com,85555296751,0.0,0.0,September,2024
4071,21,2024-09-26,2024-09-26 08:12:00,2024-09-26 17:10:00,Hadir,0,Keterangan untuk Hadir,Nina Putri,Supervisor,HR,2021-09-15,11175934,Kontrak,nina.putri@company.com,86083042422,0.0,0.0,September,2024
4072,22,2024-09-26,2024-09-26 08:25:00,2024-09-26 17:13:00,Hadir,0,Keterangan untuk Hadir,Linda Rahayu,Manager,Marketing,2024-02-02,19534780,Tetap,linda.rahayu@company.com,85161807235,0.0,0.0,September,2024
4073,23,2024-09-26,2024-09-26 08:30:00,2024-09-26 17:11:00,Hadir,0,Keterangan untuk Hadir,Siti Hidayat,Staff,Marketing,2023-04-28,5841042,Tetap,siti.hidayat@company.com,86002078344,1.0,0.0,September,2024
4074,24,2024-09-26,2024-09-26 08:15:00,2024-09-26 17:09:00,Hadir,0,Keterangan untuk Hadir,Budi Prasetyo,Senior Staff,Marketing,2022-07-23,9331061,Probation,budi.prasetyo@company.com,88380507338,0.0,0.0,September,2024
4075,25,2024-09-26,2024-09-26 08:21:00,2024-09-26 17:02:00,Hadir,29,Keterangan untuk Hadir,Ahmad Rahayu,Senior Staff,HR,2020-10-24,9274131,Tetap,ahmad.rahayu@company.com,88507497883,0.0,0.0,September,2024
4076,26,2024-09-26,2024-09-26 08:16:00,2024-09-26 17:28:00,Hadir,27,Keterangan untuk Hadir,Budi Santoso,Staff,HR,2020-09-03,6785394,Tetap,budi.santoso@company.com,89884231465,0.0,0.0,September,2024
4077,27,2024-09-26,2024-09-26 08:24:00,2024-09-26 17:03:00,Hadir,25,Keterangan untuk Hadir,Dewi Rahayu,Staff,IT,2024-04-19,6246797,Tetap,dewi.rahayu@company.com,83660223333,1.0,0.0,September,2024
4078,28,2024-09-26,2024-09-26 08:02:00,2024-09-26 17:04:00,Hadir,0,Keterangan untuk Hadir,Eko Anggraini,Senior Staff,Finance,2021-11-23,8317782,Tetap,eko.anggraini@company.com,86435772945,0.0,0.0,September,2024
4079,29,2024-09-26,2024-09-26 08:02:00,2024-09-26 17:27:00,Hadir,0,Keterangan untuk Hadir,Ahmad Hermawan,Staff,Finance,2020-01-15,6302665,Probation,ahmad.hermawan@company.com,85278201677,0.0,0.0,September,2024
4080,30,2024-09-26,0,0,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan,Dewi Prakoso,Supervisor,Finance,2021-06-03,12049206,Kontrak,dewi.prakoso@company.com,82224011538,0.0,0.0,September,2024
4081,31,2024-09-26,0,0,Sakit,0,Keterangan untuk Sakit,Linda Prakoso,Senior Staff,IT,2024-05-22,7434473,Tetap,linda.prakoso@company.com,82135872495,0.0,0.0,September,2024
4082,32,2024-09-26,2024-09-26 08:04:00,2024-09-26 17:18:00,Hadir,0,Keterangan untuk Hadir,Dewi Prakoso,Supervisor,Finance,2022-10-07,12876288,Tetap,dewi.prakoso@company.com,88958199946,0.0,0.0,September,2024
4083,33,2024-09-26,2024-09-26 08:20:00,2024-09-26 17:27:00,Hadir,14,Keterangan untuk Hadir,Doni Kusuma,Senior Staff,IT,2020-11-14,8160480,Tetap,doni.kusuma@company.com,85310195918,4.0,0.0,September,2024
4084,34,2024-09-26,2024-09-26 08:19:00,2024-09-26 17:03:00,Hadir,0,Keterangan untuk Hadir,Ahmad Hermawan,Supervisor,Marketing,2024-12-14,14705227,Tetap,ahmad.hermawan@company.com,81480494664,0.0,0.0,September,2024
4085,35,2024-09-26,0,0,Izin,0,Keterangan untuk Izin,Ahmad Prakoso,Manager,Finance,2024-09-05,18605312,Tetap,ahmad.prakoso@company.com,85474620894,0.0,0.0,September,2024
4086,36,2024-09-26,2024-09-26 08:02:00,2024-09-26 17:05:00,Hadir,0,Keterangan untuk Hadir,Nina Santoso,Senior Staff,HR,2021-11-04,8483435,Probation,nina.santoso@company.com,84993808565,0.0,0.0,September,2024
4087,37,2024-09-26,0,0,Izin,0,Keterangan untuk Izin,Ahmad Hidayat,Staff,IT,2021-12-11,6640783,Kontrak,ahmad.hidayat@company.com,84482141802,0.0,0.0,September,2024
4088,38,2024-09-26,0,0,Tanpa Keterangan,0,Keterangan untuk Tanpa Keterangan,Rudi Hidayat,Manager,Marketing,2020-08-08,16674138,Kontrak,rudi.hidayat@company.com,86796738787,0.0,0.0,September,2024
4089,39,2024-09-26,2024-09-26 08:02:00,2024-09-26 17:12:00,Hadir,0,Keterangan untuk Hadir,Siti Rahayu,Manager,HR,2023-06-09,15582343,Kontrak,siti.rahayu@company.com,87482848011,0.0,0.0,September,2024
4090,40,2024-09-26,2024-09-26 08:15:00,2024-09-26 17:26:00,Hadir,0,Keterangan untuk Hadir,Doni Wati,Manager,IT,2022-03-19,17226893,Tetap,doni.wati@company.com,87161404428,0.0,0.0,September,2024
4091,41,2024-09-26,2024-09-26 08:22:00,2024-09-26 17:05:00,Hadir,19,Keterangan untuk Hadir,Nina Prasetyo,Manager,Marketing,2024-04-09,15372341,Probation,nina.prasetyo@company.com,82872852789,0.0,0.0,September,2024
4092,42,2024-09-26,2024-09-26 08:18:00,2024-09-26 17:27:00,Hadir,0,Keterangan untuk Hadir,Doni Prakoso,Supervisor,Finance,2023-02-22,12769918,Probation,doni.prakoso@company.com,84642197907,0.0,0.0,September,2024
4093,43,2024-09-26,2024-09-26 08:16:00,2024-09-26 17:00:00,Hadir,0,Keterangan untuk Hadir,Rudi Prakoso,Senior Staff,Marketing,2022-07-23,8240067,Probation,rudi.prakoso@company.com,81546696950,0.0,0.0,September,2024
4094,44,2024-09-26,0,0,Izin,0,Keterangan untuk Izin,Eko Prasetyo,Supervisor,Finance,2023-09-27,10003405,Kontrak,eko.prasetyo@company.com,82232285036,0.0,0.0,September,2024
4095,45,2024-09-26,2024-09-26 08:06:00,2024-09-26 17:22:00,Hadir,18,Keterangan untuk Hadir,Eko Anggraini,Senior Staff,Marketing,2023-08-22,7896328,Probation,eko.anggraini@company.com,85659161352,0.0,0.0,September,2024
4096,46,2024-09-26,2024-09-26 08:06:00,2024-09-26 17:05:00,Hadir,0,Keterangan untuk Hadir,Doni Anggraini,Senior Staff,IT,2021-11-10,7942211,Tetap,doni.anggraini@company.com,81632880459,1.0,0.0,September,2024
4097,47,2024-09-26,2024-09-26 08:07:00,2024-09-26 17:05:00,Hadir,0,Keterangan untuk Hadir,Budi Rahayu,Staff,IT,2023-07-21,6207269,Tetap,budi.rahayu@company.com,86944142262,0.0,0.0,September,2024
4098,48,2024-09-26,2024-09-26 08:19:00,2024-09-26 17:13:00,Hadir,9,Keterangan untuk Hadir,Eko Rahayu,Supervisor,IT,2020-07-08,11475444,Probation,eko.rahayu@company.com,87519578899,0.0,0.0,September,2024
4099,49,2024-09-26,2024-09-26 08:13:00,2024-09-26 17:08:00,Hadir,0,Keterangan untuk Hadir,Budi Prakoso,Supervisor,IT,2023-03-26,13897709,Probation,budi.prakoso@company.com,88995059760,0.0,0.0,September,2024
4100,50,2024-09-26,2024-09-26 08:16:00,2024-09-26 17:00:00,Hadir,0,Keterangan untuk Hadir,Linda Hermawan,Supervisor,Finance,2024-08-21,12006939,Kontrak,linda.hermawan@company.com,82889238423,0.0,0.0,September,2024
4101,1,2024-09-27,2024-09-27 08:09:00,2024-09-27 17:24:00,Hadir,8,Keterangan untuk Hadir,Dewi Santoso,Senior Staff,HR,2021-03-24,7429895,Probation,dewi.santoso@company.com,83342331444,1.0,0.0,September,2024
4102,2,2024-09-27,2024-09-27 08:15:00,2024-09-27 17:11:00,Hadir,0,Keterangan untuk Hadir,Maya Prasetyo,Manager,IT,2020-04-08,19239227,Probation,maya.prasetyo@company.com,89703905715,0.0,0.0,September,2024
4103,3,2024-09-27,2024-09-27 08:24:00,2024-09-27 17:26:00,Hadir,0,Keterangan untuk Hadir,Siti Prakoso,Staff,HR,2023-10-09,6697498,Tetap,siti.prakoso@company.com,87110082321,0.0,0.0,September,2024
4104,4,2024-09-27,2024-09-27 08:28:00,2024-09-27 17:22:00,Hadir,0,Keterangan untuk Hadir,Rudi Hidayat,Supervisor,Finance,2020-02-13,10811315,Kontrak,rudi.hidayat@company.com,88934927891,0.0,0.0,September,2024
4105,5,2024-09-27,2024-09-27 08:02:00,2024-09-27 17:10:00,Hadir,21,Keterangan untuk Hadir,Maya Hermawan,Manager,Marketing,2024-02-13,15661023,Probation,maya.hermawan@company.com,81298737106,3.0,0.0,September,2024
4106,6,2024-09-27,2024-09-27 08:22:00,2024-09-27 17:21:00,Hadir,11,Keterangan untuk Hadir,Siti Hermawan,Manager,HR,2020-07-09,18803481,Probation,siti.hermawan@company.com,88877444318,0.0,0.0,September,2024
4107,7,2024-09-27,2024-09-27 08:08:00,2024-09-27 17:23:00,Hadir,18,Keterangan untuk Hadir,Ahmad Wati,Senior Staff,HR,2022-12-22,9718057,Tetap,ahmad.wati@company.com,84131575764,0.0,0.0,September,2024
4108,8,2024-09-27,2024-09-27 08:23:00,2024-09-27 17:25:00,Hadir,0,Keterangan untuk Hadir,Ahmad Kusuma,Staff,Finance,2024-04-22,5680070,Tetap,ahmad.kusuma@company.com,86649827836,0.0,0.0,September,2024
4109,9,2024-09-27,2024-09-27 08:24:00,2024-09-27 17:15:00,Hadir,0,Keterangan untuk Hadir,Rudi Putri,Supervisor,Finance,2021-11-16,13318800,Probation,rudi.putri@company.com,82970753705,4.0,0.0,September,2024
4110,10,2024-09-27,2024-09-27 08:07:00,2024-09-27 17:18:00,Hadir,6,Keterangan untuk Hadir,Rudi Hidayat,Supervisor,Finance,2024-07-19,13350414,Kontrak,rudi.hidayat@company.com,85284391408,0.0,0.0,September,2024
4111,11,2024-09-27,2024-09-27 08:13:00,2024-09-27 17:14:00,Hadir,0,Keterangan untuk Hadir,Doni Kusuma,Manager,IT,2020-03-21,16342026,Probation,doni.kusuma@company.com,85567816720,0.0,0.0,September,2024
4112,12,2024-09-27,2024-09-27 08:25:00,2024-09-27 17:27:00,Hadir,0,Keterangan untuk Hadir,Eko Anggraini,Staff,Finance,2024-01-22,6511463,Tetap,eko.anggraini@company.com,88047877267,3.0,0.0,September,2024
4113,13,2024-09-27,2024-09-27 08:27:00,2024-09-27 17:28:00,Hadir,0,Keterangan untuk Hadir,Dewi Hermawan,Staff,HR,2023-01-24,6836796,Probation,dewi.hermawan@company.com,84919706735,0.0,0.0,September,2024
4114,14,2024-09-27,2024-09-27 08:23:00,2024-09-27 17:24:00,Hadir,0,Keterangan untuk Hadir,Rudi Prakoso,Supervisor,HR,2022-03-18,14448929,Tetap,rudi.prakoso@company.com,87867414708,0.0,0.0,September,2024
4115,15,2024-09-27,2024-09-27 08:04:00,2024-09-27 17:25:00,Hadir,27,Keterangan untuk Hadir,Linda Santoso,Manager,Finance,2022-04-02,17020577,Probation,linda.santoso@company.com,85067116918,0.0,0.0,September,2024
4116,16,2024-09-27,2024-09-27 08:04:00,2024-09-27 17:12:00,Hadir,20,Keterangan untuk Hadir,Dewi Kusuma,Manager,HR,2021-11-16,19612086,Tetap,dewi.kusuma@company.com,86633778586,0.0,0.0,September,2024
4117,17,2024-09-27,2024-09-27 08:26:00,2024-09-27 17:21:00,Hadir,0,Keterangan untuk Hadir,Nina Kusuma,Staff,IT,2021-04-03,5709016,Tetap,nina.kusuma@company.com,81945826486,0.0,0.0,September,2024
4118,18,2024-09-27,2024-09-27 08:30:00,2024-09-27 17:05:00,Hadir,0,Keterangan untuk Hadir,Dewi Santoso,Supervisor,IT,2020-06-03,14313054,Tetap,dewi.santoso@company.com,83084839399,1.0,0.0,September,2024
4119,19,2024-09-27,2024-09-27 08:15:00,2024-09-27 17:04:00,Hadir,0,Keterangan untuk Hadir,Doni Hidayat,Staff,HR,2023-07-07,5197815,Tetap,doni.hidayat@company.com,88125276666,0.0,0.0,September,2024
4120,20,2024-09-27,2024-09-27 08:15:00,2024-09-27 17:12:00,Hadir,0,Keterangan untuk Hadir,Nina Prasetyo,Staff,Marketing,2020-11-21,6355137,Tetap,nina.prasetyo@company.com,85555296751,0.0,0.0,September,2024
4121,21,2024-09-27,2024-09-27 08:17:00,2024-09-27 17:08:00,Hadir,27,Keterangan untuk Hadir,Nina Putri,Supervisor,HR,2021-09-15,11175934,Kontrak,nina.putri@company.com,86083042422,0.0,0.0,September,2024
4122,22,2024-09-27,2024-09-27 08:23:00,2024-09-27 17:15:00,Hadir,0,Keterangan untuk Hadir,Linda Rahayu,Manager,Marketing,2024-02-02,19534780,Tetap,linda.rahayu@company.com,85161807235,0.0,0.0,September,2024
4123,23,2024-09-27,2024-09-27 08:15:00,2024-09-27 17:21:00,Hadir,5,Keterangan untuk Hadir,Siti Hidayat,Staff,Marketing,2023-04-28,5841042,Tetap,siti.hidayat@company.com,86002078344,4.0,0.0,September,2024
4124,24,2024-09-27,0,0,Izin,0,Keterangan untuk Izin,Budi Prasetyo,Senior Staff,Marketing,2022-07-23,9331061,Probation,budi.prasetyo@company.com,88380507338,0.0,0.0,September,2024
4125,25,2024-09-27,0,0,Sakit,0,Keterangan untuk Sakit,Ahmad Rahayu,Senior Staff,HR,2020-10-24,9274131,Tetap,ahmad.rahayu@company.com,88507497883,0.0,0.0,September,2024
4126,26,2024-09-27,2024-09-27 08:04:00,2024-09-27 17:07:00,Hadir,0,Keterangan untuk Hadir,Budi Santoso,Staff,HR,2020-09-03,6785394,Tetap,budi.santoso@company.com,89884231465,0.0,0.0,September,2024
4127,27,2024-09-27,2024-09-27 08:06:00,2024-09-27 17:13:00,Hadir,0,Keterangan untuk Hadir,Dewi Rahayu,Staff,IT,2024-04-19,6246797,Tetap,dewi.rahayu@company.com,83660223333,0.0,0.0,September,2024
4128,28,2024-09-27,2024-09-27 08:05:00,2024-09-27 17:10:00,Hadir,20,Keterangan untuk Hadir,Eko Anggraini,Senior Staff,Finance,2021-11-23,8317782,Tetap,eko.anggraini@company.com,86435772945,0.0,0.0,September,2024
4129,29,2024-09-27,2024-09-27 08:13:00,2024-09-27 17:19:00,Hadir,0,Keterangan untuk Hadir,Ahmad Hermawan,Staff,Finance,2020-01-15,6302665,Probation,ahmad.hermawan@company.com,85278201677,0.0,0.0,September,2024
4130,30,2024-09-27,2024-09-27 08:09:00,2024-09-27 17:10:00,Hadir,0,Keterangan untuk Hadir,Dewi Prakoso,Supervisor,Finance,2021-06-03,12049206,Kontrak,dewi.prakoso@company.com,82224011538,0.0,0.0,September,2024
4131,31,2024-09-27,2024-09-27 08:04:00,2024-09-27 17:11:00,Hadir,27,Keterangan untuk Hadir,Linda Prakoso,Senior Staff,IT,2024-05-22,7434473,Tetap,linda.prakoso@company.com,82135872495,0.0,0.0,September,2024
4132,32,2024-09-27,2024-09-27 08:00:00,2024-09-27 17:14:00,Hadir,0,Keterangan untuk Hadir,Dewi Prakoso,Supervisor,Finance,2022-10-07,12876288,Tetap,dewi.prakoso@company.com,88958199946,0.0,0.0,September,2024
4133,33,2024-09-27,2024-09-27 08:30:00,2024-09-27 17:10:00,Hadir,0,Keterangan untuk Hadir,Doni Kusuma,Senior Staff,IT,2020-11-14,8160480,Tetap,doni.kusuma@company.com,85310195918,4.0,0.0,September,2024
